Date,Value,type,state
199711,42.2,temperature,Kentucky
199712,36.6,temperature,Kentucky
199801,40.8,temperature,Kentucky
199802,42.4,temperature,Kentucky
199803,46.5,temperature,Kentucky
199804,54.5,temperature,Kentucky
199805,67.9,temperature,Kentucky
199806,73.5,temperature,Kentucky
199807,76.0,temperature,Kentucky
199808,75.4,temperature,Kentucky
199809,73.0,temperature,Kentucky
199810,59.2,temperature,Kentucky
199811,48.3,temperature,Kentucky
199812,40.7,temperature,Kentucky
199901,37.5,temperature,Kentucky
199902,41.4,temperature,Kentucky
199903,41.7,temperature,Kentucky
199904,58.4,temperature,Kentucky
199905,64.9,temperature,Kentucky
199906,73.5,temperature,Kentucky
199907,79.5,temperature,Kentucky
199908,75.3,temperature,Kentucky
199909,68.1,temperature,Kentucky
199910,56.8,temperature,Kentucky
199911,51.3,temperature,Kentucky
199912,38.7,temperature,Kentucky
200001,33.8,temperature,Kentucky
200002,43.1,temperature,Kentucky
200003,50.1,temperature,Kentucky
200004,53.9,temperature,Kentucky
200005,67.0,temperature,Kentucky
200006,73.1,temperature,Kentucky
200007,74.5,temperature,Kentucky
200008,74.8,temperature,Kentucky
200009,67.2,temperature,Kentucky
200010,59.6,temperature,Kentucky
200011,44.2,temperature,Kentucky
200012,26.7,temperature,Kentucky
200101,31.8,temperature,Kentucky
200102,41.3,temperature,Kentucky
200103,41.4,temperature,Kentucky
200104,59.9,temperature,Kentucky
200105,66.2,temperature,Kentucky
200106,71.0,temperature,Kentucky
200107,75.7,temperature,Kentucky
200108,76.4,temperature,Kentucky
200109,66.3,temperature,Kentucky
200110,56.1,temperature,Kentucky
200111,51.2,temperature,Kentucky
200112,41.8,temperature,Kentucky
200201,37.9,temperature,Kentucky
200202,38.8,temperature,Kentucky
200203,45.6,temperature,Kentucky
200204,58.6,temperature,Kentucky
200205,62.1,temperature,Kentucky
200206,74.3,temperature,Kentucky
200207,78.3,temperature,Kentucky
200208,77.2,temperature,Kentucky
200209,71.7,temperature,Kentucky
200210,57.4,temperature,Kentucky
200211,43.6,temperature,Kentucky
200212,36.5,temperature,Kentucky
200301,28.4,temperature,Kentucky
200302,33.6,temperature,Kentucky
200303,48.8,temperature,Kentucky
200304,57.7,temperature,Kentucky
200305,64.2,temperature,Kentucky
200306,68.7,temperature,Kentucky
200307,75.2,temperature,Kentucky
200308,75.9,temperature,Kentucky
200309,66.2,temperature,Kentucky
200310,56.7,temperature,Kentucky
200311,50.5,temperature,Kentucky
200312,37.0,temperature,Kentucky
200401,32.5,temperature,Kentucky
200402,36.9,temperature,Kentucky
200403,49.3,temperature,Kentucky
200404,55.8,temperature,Kentucky
200405,69.2,temperature,Kentucky
200406,72.1,temperature,Kentucky
200407,74.3,temperature,Kentucky
200408,71.2,temperature,Kentucky
200409,68.7,temperature,Kentucky
200410,60.0,temperature,Kentucky
200411,50.5,temperature,Kentucky
200412,36.4,temperature,Kentucky
200501,39.0,temperature,Kentucky
200502,40.9,temperature,Kentucky
200503,42.6,temperature,Kentucky
200504,57.0,temperature,Kentucky
200505,61.7,temperature,Kentucky
200506,73.9,temperature,Kentucky
200507,77.4,temperature,Kentucky
200508,78.0,temperature,Kentucky
200509,71.5,temperature,Kentucky
200510,57.9,temperature,Kentucky
200511,48.2,temperature,Kentucky
200512,33.3,temperature,Kentucky
200601,43.1,temperature,Kentucky
200602,36.2,temperature,Kentucky
200603,46.1,temperature,Kentucky
200604,60.3,temperature,Kentucky
200605,62.6,temperature,Kentucky
200606,71.4,temperature,Kentucky
200607,76.7,temperature,Kentucky
200608,77.4,temperature,Kentucky
200609,64.8,temperature,Kentucky
200610,54.2,temperature,Kentucky
200611,47.3,temperature,Kentucky
200612,41.6,temperature,Kentucky
200701,38.0,temperature,Kentucky
200702,29.8,temperature,Kentucky
200703,53.3,temperature,Kentucky
200704,53.5,temperature,Kentucky
200705,67.8,temperature,Kentucky
200706,73.7,temperature,Kentucky
200707,74.6,temperature,Kentucky
200708,80.9,temperature,Kentucky
200709,71.9,temperature,Kentucky
200710,62.4,temperature,Kentucky
200711,46.0,temperature,Kentucky
200712,40.7,temperature,Kentucky
200801,33.3,temperature,Kentucky
200802,37.5,temperature,Kentucky
200803,45.2,temperature,Kentucky
200804,55.4,temperature,Kentucky
200805,61.8,temperature,Kentucky
200806,74.3,temperature,Kentucky
200807,75.2,temperature,Kentucky
200808,73.9,temperature,Kentucky
200809,71.0,temperature,Kentucky
200810,56.7,temperature,Kentucky
200811,43.2,temperature,Kentucky
200812,36.7,temperature,Kentucky
200901,30.2,temperature,Kentucky
200902,38.9,temperature,Kentucky
200903,48.1,temperature,Kentucky
200904,55.8,temperature,Kentucky
200905,64.8,temperature,Kentucky
200906,73.9,temperature,Kentucky
200907,71.8,temperature,Kentucky
200908,73.6,temperature,Kentucky
200909,69.0,temperature,Kentucky
200910,53.8,temperature,Kentucky
200911,49.2,temperature,Kentucky
200912,35.6,temperature,Kentucky
201001,29.8,temperature,Kentucky
201002,30.6,temperature,Kentucky
201003,46.5,temperature,Kentucky
201004,59.9,temperature,Kentucky
201005,67.3,temperature,Kentucky
201006,77.0,temperature,Kentucky
201007,78.4,temperature,Kentucky
201008,78.3,temperature,Kentucky
201009,70.0,temperature,Kentucky
201010,58.2,temperature,Kentucky
201011,47.1,temperature,Kentucky
201012,29.0,temperature,Kentucky
201101,30.2,temperature,Kentucky
201102,39.1,temperature,Kentucky
201103,47.9,temperature,Kentucky
201104,58.8,temperature,Kentucky
201105,64.2,temperature,Kentucky
201106,74.2,temperature,Kentucky
201107,79.5,temperature,Kentucky
201108,75.8,temperature,Kentucky
201109,66.9,temperature,Kentucky
201110,55.6,temperature,Kentucky
201111,49.9,temperature,Kentucky
201112,41.0,temperature,Kentucky
201201,38.7,temperature,Kentucky
201202,41.2,temperature,Kentucky
201203,58.0,temperature,Kentucky
201204,57.3,temperature,Kentucky
201205,69.4,temperature,Kentucky
201206,72.5,temperature,Kentucky
201207,80.5,temperature,Kentucky
201208,74.6,temperature,Kentucky
201209,67.3,temperature,Kentucky
201210,55.2,temperature,Kentucky
201211,43.2,temperature,Kentucky
201212,43.0,temperature,Kentucky
201301,36.7,temperature,Kentucky
201302,36.8,temperature,Kentucky
201303,39.4,temperature,Kentucky
201304,55.2,temperature,Kentucky
201305,64.9,temperature,Kentucky
201306,72.9,temperature,Kentucky
201307,74.0,temperature,Kentucky
201308,73.7,temperature,Kentucky
201309,69.1,temperature,Kentucky
201310,57.6,temperature,Kentucky
201311,42.8,temperature,Kentucky
201312,37.4,temperature,Kentucky
201401,26.8,temperature,Kentucky
201402,33.2,temperature,Kentucky
201403,41.5,temperature,Kentucky
201404,57.4,temperature,Kentucky
201405,66.1,temperature,Kentucky
201406,74.1,temperature,Kentucky
201407,72.6,temperature,Kentucky
201408,75.1,temperature,Kentucky
201409,68.2,temperature,Kentucky
201410,57.6,temperature,Kentucky
201411,39.8,temperature,Kentucky
201412,39.7,temperature,Kentucky
201501,32.2,temperature,Kentucky
201502,26.3,temperature,Kentucky
201503,44.5,temperature,Kentucky
201504,57.4,temperature,Kentucky
201505,67.3,temperature,Kentucky
201506,74.2,temperature,Kentucky
201507,76.5,temperature,Kentucky
201508,72.8,temperature,Kentucky
201509,70.2,temperature,Kentucky
201510,57.8,temperature,Kentucky
201511,50.9,temperature,Kentucky
201512,48.7,temperature,Kentucky
201601,31.6,temperature,Kentucky
201602,38.9,temperature,Kentucky
201603,51.8,temperature,Kentucky
201604,57.3,temperature,Kentucky
201605,62.9,temperature,Kentucky
201606,74.9,temperature,Kentucky
201607,77.9,temperature,Kentucky
201608,78.0,temperature,Kentucky
201609,72.2,temperature,Kentucky
201610,62.7,temperature,Kentucky
201611,49.9,temperature,Kentucky
201612,37.0,temperature,Kentucky
201701,40.9,temperature,Kentucky
201702,46.2,temperature,Kentucky
201703,47.9,temperature,Kentucky
201704,61.5,temperature,Kentucky
201705,65.0,temperature,Kentucky
201706,71.7,temperature,Kentucky
201707,76.9,temperature,Kentucky
201708,73.1,temperature,Kentucky
201709,68.3,temperature,Kentucky
201710,59.4,temperature,Kentucky
201711,47.1,temperature,Kentucky
201712,35.8,temperature,Kentucky
201801,30.0,temperature,Kentucky
201802,44.6,temperature,Kentucky
201803,44.1,temperature,Kentucky
201804,50.7,temperature,Kentucky
201805,71.8,temperature,Kentucky
201806,75.5,temperature,Kentucky
201807,76.6,temperature,Kentucky
201808,75.8,temperature,Kentucky
201809,73.1,temperature,Kentucky
201810,58.9,temperature,Kentucky
201811,41.9,temperature,Kentucky
201812,40.5,temperature,Kentucky
201901,35.1,temperature,Kentucky
201902,42.3,temperature,Kentucky
201903,43.1,temperature,Kentucky
201904,57.8,temperature,Kentucky
201905,68.4,temperature,Kentucky
201906,71.9,temperature,Kentucky
201907,77.4,temperature,Kentucky
201908,75.6,temperature,Kentucky
201909,74.8,temperature,Kentucky
201910,60.0,temperature,Kentucky
201911,41.2,temperature,Kentucky
201912,42.1,temperature,Kentucky
202001,40.2,temperature,Kentucky
202002,39.7,temperature,Kentucky
202003,51.4,temperature,Kentucky
202004,52.8,temperature,Kentucky
202005,62.2,temperature,Kentucky
202006,72.6,temperature,Kentucky
202007,78.7,temperature,Kentucky
202008,74.8,temperature,Kentucky
202009,68.3,temperature,Kentucky
202010,57.8,temperature,Kentucky
202011,49.9,temperature,Kentucky
202012,37.3,temperature,Kentucky
202101,35.7,temperature,Kentucky
202102,32.3,temperature,Kentucky
202103,50.4,temperature,Kentucky
202104,54.6,temperature,Kentucky
202105,62.4,temperature,Kentucky
202106,73.4,temperature,Kentucky
202107,75.9,temperature,Kentucky
202108,76.6,temperature,Kentucky
202109,68.9,temperature,Kentucky
202110,62.5,temperature,Kentucky
202111,43.5,temperature,Kentucky
202112,47.6,temperature,Kentucky
202201,31.3,temperature,Kentucky
197001,23.2,temperature,West Virginia
197002,31.0,temperature,West Virginia
197003,37.8,temperature,West Virginia
197004,52.6,temperature,West Virginia
197005,63.0,temperature,West Virginia
197006,68.0,temperature,West Virginia
197007,71.3,temperature,West Virginia
197008,70.6,temperature,West Virginia
197009,68.0,temperature,West Virginia
197010,55.6,temperature,West Virginia
197011,42.9,temperature,West Virginia
197012,35.3,temperature,West Virginia
197101,26.4,temperature,West Virginia
197102,32.3,temperature,West Virginia
197103,36.6,temperature,West Virginia
197104,48.2,temperature,West Virginia
197105,56.5,temperature,West Virginia
197106,70.1,temperature,West Virginia
197107,69.8,temperature,West Virginia
197108,68.7,temperature,West Virginia
197109,67.3,temperature,West Virginia
197110,59.2,temperature,West Virginia
197111,41.3,temperature,West Virginia
197112,41.6,temperature,West Virginia
197201,33.3,temperature,West Virginia
197202,29.8,temperature,West Virginia
197203,39.9,temperature,West Virginia
197204,49.9,temperature,West Virginia
197205,59.8,temperature,West Virginia
197206,62.9,temperature,West Virginia
197207,70.7,temperature,West Virginia
197208,69.5,temperature,West Virginia
197209,65.5,temperature,West Virginia
197210,50.0,temperature,West Virginia
197211,40.5,temperature,West Virginia
197212,38.6,temperature,West Virginia
197301,31.0,temperature,West Virginia
197302,31.7,temperature,West Virginia
197303,48.7,temperature,West Virginia
197304,49.6,temperature,West Virginia
197305,57.3,temperature,West Virginia
197306,70.0,temperature,West Virginia
197307,71.7,temperature,West Virginia
197308,71.4,temperature,West Virginia
197309,66.5,temperature,West Virginia
197310,56.0,temperature,West Virginia
197311,43.8,temperature,West Virginia
197312,34.5,temperature,West Virginia
197401,39.2,temperature,West Virginia
197402,33.3,temperature,West Virginia
197403,44.7,temperature,West Virginia
197404,52.1,temperature,West Virginia
197405,60.2,temperature,West Virginia
197406,64.4,temperature,West Virginia
197407,70.4,temperature,West Virginia
197408,69.9,temperature,West Virginia
197409,61.2,temperature,West Virginia
197410,49.8,temperature,West Virginia
197411,42.9,temperature,West Virginia
197412,33.7,temperature,West Virginia
197501,33.6,temperature,West Virginia
197502,35.3,temperature,West Virginia
197503,38.2,temperature,West Virginia
197504,46.6,temperature,West Virginia
197505,63.5,temperature,West Virginia
197506,68.4,temperature,West Virginia
197507,71.0,temperature,West Virginia
197508,72.9,temperature,West Virginia
197509,61.8,temperature,West Virginia
197510,55.4,temperature,West Virginia
197511,45.8,temperature,West Virginia
197512,34.6,temperature,West Virginia
197601,27.2,temperature,West Virginia
197602,40.0,temperature,West Virginia
197603,46.7,temperature,West Virginia
197604,51.2,temperature,West Virginia
197605,57.3,temperature,West Virginia
197606,68.2,temperature,West Virginia
197607,69.0,temperature,West Virginia
197608,67.2,temperature,West Virginia
197609,60.9,temperature,West Virginia
197610,47.3,temperature,West Virginia
197611,34.7,temperature,West Virginia
197612,28.0,temperature,West Virginia
197701,16.1,temperature,West Virginia
197702,29.4,temperature,West Virginia
197703,45.3,temperature,West Virginia
197704,53.9,temperature,West Virginia
197705,63.0,temperature,West Virginia
197706,65.0,temperature,West Virginia
197707,73.1,temperature,West Virginia
197708,71.0,temperature,West Virginia
197709,66.7,temperature,West Virginia
197710,50.2,temperature,West Virginia
197711,45.3,temperature,West Virginia
197712,31.5,temperature,West Virginia
197801,21.7,temperature,West Virginia
197802,20.9,temperature,West Virginia
197803,38.0,temperature,West Virginia
197804,51.6,temperature,West Virginia
197805,58.4,temperature,West Virginia
197806,67.6,temperature,West Virginia
197807,70.9,temperature,West Virginia
197808,72.2,temperature,West Virginia
197809,67.3,temperature,West Virginia
197810,50.6,temperature,West Virginia
197811,45.3,temperature,West Virginia
197812,34.6,temperature,West Virginia
197901,25.4,temperature,West Virginia
197902,23.8,temperature,West Virginia
197903,43.5,temperature,West Virginia
197904,50.7,temperature,West Virginia
197905,59.4,temperature,West Virginia
197906,65.6,temperature,West Virginia
197907,69.5,temperature,West Virginia
197908,69.9,temperature,West Virginia
197909,63.7,temperature,West Virginia
197910,51.1,temperature,West Virginia
197911,44.8,temperature,West Virginia
197912,34.9,temperature,West Virginia
198001,30.9,temperature,West Virginia
198002,26.2,temperature,West Virginia
198003,37.8,temperature,West Virginia
198004,50.2,temperature,West Virginia
198005,60.4,temperature,West Virginia
198006,65.3,temperature,West Virginia
198007,72.9,temperature,West Virginia
198008,72.8,temperature,West Virginia
198009,66.9,temperature,West Virginia
198010,50.2,temperature,West Virginia
198011,39.5,temperature,West Virginia
198012,32.6,temperature,West Virginia
198101,24.0,temperature,West Virginia
198102,33.0,temperature,West Virginia
198103,37.2,temperature,West Virginia
198104,55.1,temperature,West Virginia
198105,57.6,temperature,West Virginia
198106,69.3,temperature,West Virginia
198107,71.6,temperature,West Virginia
198108,68.6,temperature,West Virginia
198109,62.4,temperature,West Virginia
198110,50.4,temperature,West Virginia
198111,41.3,temperature,West Virginia
198112,29.8,temperature,West Virginia
198201,25.0,temperature,West Virginia
198202,33.3,temperature,West Virginia
198203,42.6,temperature,West Virginia
198204,47.3,temperature,West Virginia
198205,64.1,temperature,West Virginia
198206,65.7,temperature,West Virginia
198207,72.0,temperature,West Virginia
198208,67.5,temperature,West Virginia
198209,62.5,temperature,West Virginia
198210,54.2,temperature,West Virginia
198211,45.3,temperature,West Virginia
198212,39.9,temperature,West Virginia
198301,30.4,temperature,West Virginia
198302,33.6,temperature,West Virginia
198303,42.5,temperature,West Virginia
198304,47.9,temperature,West Virginia
198305,57.6,temperature,West Virginia
198306,67.3,temperature,West Virginia
198307,72.5,temperature,West Virginia
198308,73.2,temperature,West Virginia
198309,63.6,temperature,West Virginia
198310,53.7,temperature,West Virginia
198311,43.2,temperature,West Virginia
198312,29.2,temperature,West Virginia
198401,26.1,temperature,West Virginia
198402,37.4,temperature,West Virginia
